stage,tag,status,requires,matched_scalar,mode,seed,points_freeze_at,split_start,split_difference_lr,split_lr_scale,relative_rho,qh_lr_abs,qh_unfreeze_step,sites_lr_scale,geometry_frozen,config_sha256,git_commit,worker_gpu,run_id,wall_s,checkpoint_step,heldout_proj_psnr,vol_psnr,vol_ssim2d,vol_ssim3d,sobel_psnr,sobel_ssim,dice,cd,hd95,f1_1v,f1_2v,air_mae,air_p95,air_p99,air_fpr,halo_mae,side_occupancy,mu_plus_p99,mu_minus_p99,negative_side_density,nonfinite,eval_command,web_url,gate_outcome,notes
A,LC64A_scalar_F1500,queued,F0_real_point_freeze|AIR_eval|WEB,self,scalar,42,1500,-1,0,0,,,,0,true,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,LC64A_relative0_F1500,queued,F0_real_point_freeze|AIR_eval|WEB,LC64A_scalar_F1500,relative,42,1500,0,0,0,0.5,,,0,true,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,LC64A_independent0_F1500,queued,E0_independent_sides|F0_real_point_freeze|AIR_eval|WEB,LC64A_scalar_F1500,independent,42,1500,0,0,0,,,,0,true,,,,,,,,,,,,,,,,,,,,,,,,,,,
B,LC64B_relative_LR5e-5_F1500,queued,A_gate,LC64A_scalar_F1500,relative,42,1500,0,5e-5,0.01,0.5,,,0,true,,,,,,,,,,,,,,,,,,,,,,,,,,,
B,LC64B_relative_LR2e-4_F1500,queued,A_gate,LC64A_scalar_F1500,relative,42,1500,0,2e-4,0.04,0.5,,,0,true,,,,,,,,,,,,,,,,,,,,,,,,,,,
B,LC64B_relative_LR5e-4_F1500,queued,A_gate,LC64A_scalar_F1500,relative,42,1500,0,5e-4,0.10,0.5,,,0,true,,,,,,,,,,,,,,,,,,,,,,,,,,,
B,LC64B_independent_LR5e-5_F1500,queued,A_gate|E0_independent_sides,LC64A_scalar_F1500,independent,42,1500,0,5e-5,0.01,,,,0,true,,,,,,,,,,,,,,,,,,,,,,,,,,,
B,LC64B_independent_LR2e-4_F1500,queued,A_gate|E0_independent_sides,LC64A_scalar_F1500,independent,42,1500,0,2e-4,0.04,,,,0,true,,,,,,,,,,,,,,,,,,,,,,,,,,,
B,LC64B_independent_LR5e-4_F1500,queued,A_gate|E0_independent_sides,LC64A_scalar_F1500,independent,42,1500,0,5e-4,0.10,,,,0,true,,,,,,,,,,,,,,,,,,,,,,,,,,,
C,LC64C_relative_LR2e-3_F1500,queued,B_relative_winner,LC64A_scalar_F1500,relative,42,1500,0,2e-3,0.40,0.5,,,0,true,,,,,,,,,,,,,,,,,,,,,,,,,,,
C,LC64C_independent_LR2e-3_F1500,queued,B_independent_winner|E0_independent_sides,LC64A_scalar_F1500,independent,42,1500,0,2e-3,0.40,,,,0,true,,,,,,,,,,,,,,,,,,,,,,,,,,,
D,LC64D_scalar_F1500,reuse,A0,self,scalar,42,1500,-1,0,0,,,,0,true,,,,,,,,,,,,,,,,,,,,,,,,,,,
D,LC64D_split_F1500,reuse,winner,LC64D_scalar_F1500,<winner_mode>,42,1500,0,<winner_lr>,<winner_scale>,<winner_rho>,,,0,true,,,,,,,,,,,,,,,,,,,,,,,,,,,
D,LC64D_scalar_F500,queued,F0_real_point_freeze,self,scalar,42,500,-1,0,0,,,,0,true,,,,,,,,,,,,,,,,,,,,,,,,,,,
D,LC64D_split_F500,queued,D_winner|F0_real_point_freeze,LC64D_scalar_F500,<winner_mode>,42,500,0,<winner_lr>,<winner_scale>,<winner_rho>,,,0,true,,,,,,,,,,,,,,,,,,,,,,,,,,,
D,LC64D_scalar_F0,queued,F0_real_point_freeze,self,scalar,42,0,-1,0,0,,,,0,true,,,,,,,,,,,,,,,,,,,,,,,,,,,
D,LC64D_split_F0,queued,D_winner|F0_real_point_freeze,LC64D_scalar_F0,<winner_mode>,42,0,0,<winner_lr>,<winner_scale>,<winner_rho>,,,0,true,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,LC64E1_qh_at0_LR2e-4,queued,D_winner|F0_real_point_freeze,<D_winner_geometry_frozen>,<winner_mode>,42,<D_winner_freeze>,0,<winner_lr>,<winner_scale>,<winner_rho>,2e-4,0,0,false,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,LC64E2_qh_at500_LR2e-4,queued,E1_pass|geometry_unfreeze_scheduler,<D_winner_geometry_frozen>,<winner_mode>,42,<D_winner_freeze>,0,<winner_lr>,<winner_scale>,<winner_rho>,2e-4,500,0,false,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,LC64E3_qh_at500_LR5e-4,queued,E2_pass|geometry_unfreeze_scheduler,<D_winner_geometry_frozen>,<winner_mode>,42,<D_winner_freeze>,0,<winner_lr>,<winner_scale>,<winner_rho>,5e-4,500,0,false,,,,,,,,,,,,,,,,,,,,,,,,,,,
